country,year,sex,age,population,gdp_per_capita ($),generation,suicides/100k pop
Norway,1996,male,55-74 years,349700,40098,Silent,23.45
Norway,1996,male,25-34 years,345900,40098,Generation X,23.13
Norway,1996,male,15-24 years,293600,40098,Generation X,21.12
Norway,1996,male,35-54 years,614800,40098,Boomers,19.84
Norway,1996,female,35-54 years,588700,40098,Boomers,8.15
Norway,1996,female,55-74 years,384700,40098,Silent,7.54
Norway,1996,female,25-34 years,330400,40098,Generation X,6.66
Norway,1996,female,15-24 years,282700,40098,Generation X,5.66
Norway,1996,female,75+ years,210300,40098,G.I. Generation,4.76
Norway,1996,male,5-14 years,284800,40098,Millenials,2.11
Norway,1996,female,5-14 years,270700,40098,Millenials,1.11
Norway,1997,male,75+ years,123900,39335,G.I. Generation,37.13
Norway,1997,male,55-74 years,349500,39335,Silent,25.75
Norway,1997,male,35-54 years,624300,39335,Boomers,21.3
Norway,1997,male,15-24 years,287200,39335,Generation X,20.19
Norway,1997,male,25-34 years,347800,39335,Generation X,16.39
Norway,1997,female,35-54 years,597800,39335,Boomers,10.87
Norway,1997,female,55-74 years,382000,39335,Silent,7.85
Norway,1997,female,25-34 years,333300,39335,Generation X,7.8
Norway,1997,female,75+ years,214100,39335,G.I. Generation,5.6
Norway,1997,female,15-24 years,276800,39335,Generation X,4.7
Norway,1997,male,5-14 years,290100,39335,Millenials,1.03
Norway,1997,female,5-14 years,275300,39335,Millenials,0
Norway,1998,male,25-34 years,349300,37334,Generation X,26.62
Norway,1998,male,15-24 years,282300,37334,Generation X,23.73
Norway,1998,male,55-74 years,352100,37334,Silent,21.87
Norway,1998,male,35-54 years,632200,37334,Boomers,20.88
Norway,1998,male,75+ years,126100,37334,G.I. Generation,19.83
Norway,1998,female,55-74 years,382100,37334,Silent,10.47
Norway,1998,female,35-54 years,605700,37334,Boomers,8.92
Norway,1998,female,15-24 years,272000,37334,Generation X,7.72
Norway,1998,female,25-34 years,335200,37334,Generation X,6.86
Norway,1998,female,75+ years,217100,37334,G.I. Generation,5.07
Norway,1998,male,5-14 years,295200,37334,Millenials,1.69
Norway,1998,female,5-14 years,280100,37334,Millenials,0
Norway,1999,male,15-24 years,278738,39013,Generation X,28.34
Norway,1999,male,55-74 years,357547,39013,Silent,27.69
Norway,1999,male,25-34 years,349023,39013,Generation X,26.07
Norway,1999,male,35-54 years,639018,39013,Boomers,21.13
Norway,1999,male,75+ years,127946,39013,G.I. Generation,19.54
Norway,1999,female,35-54 years,612468,39013,Boomers,9.96
Norway,1999,female,15-24 years,268442,39013,Generation X,8.94
Norway,1999,female,25-34 years,335741,39013,Generation X,8.04
Norway,1999,female,55-74 years,385118,39013,Silent,7.01
Norway,1999,female,75+ years,219316,39013,G.I. Generation,5.93
Norway,1999,female,5-14 years,285484,39013,Millenials,0.35
Norway,1999,male,5-14 years,300904,39013,Millenials,0.33
Norway,2000,male,15-24 years,276727,41099,Generation X,25.3
Norway,2000,male,25-34 years,336252,41099,Generation X,23.79
Norway,2000,male,35-54 years,644550,41099,Boomers,23.43
Norway,2000,male,55-74 years,365883,41099,Silent,21.04
Norway,2000,male,75+ years,129167,41099,G.I. Generation,20.9
Norway,2000,female,25-34 years,323870,41099,Generation X,8.34
Norway,2000,female,35-54 years,617821,41099,Boomers,8.09
Norway,2000,female,55-74 years,390859,41099,Silent,7.42
Norway,2000,female,75+ years,220497,41099,G.I. Generation,5.44
Norway,2000,female,15-24 years,265784,41099,Generation X,5.27
Norway,2000,male,5-14 years,306438,41099,Millenials,1.31
Norway,2000,female,5-14 years,290467,41099,Millenials,0
Norway,2001,male,75+ years,130190,41281,Silent,29.96
Norway,2001,male,55-74 years,376658,41281,Silent,23.89
Norway,2001,male,35-54 years,647594,41281,Boomers,22.39
Norway,2001,male,25-34 years,341767,41281,Generation X,22.24
Norway,2001,male,15-24 years,276255,41281,Millenials,22.08
Norway,2001,female,35-54 years,620966,41281,Boomers,10.31
Norway,2001,female,15-24 years,264797,41281,Millenials,7.55
Norway,2001,female,55-74 years,399140,41281,Silent,7.27
Norway,2001,female,25-34 years,330804,41281,Generation X,5.44
Norway,2001,female,75+ years,221223,41281,Silent,3.16
Norway,2001,female,5-14 years,294716,41281,Millenials,0
Norway,2001,male,5-14 years,310993,41281,Millenials,0
Norway,2002,male,75+ years,130772,46049,Silent,27.53
Norway,2002,male,25-34 years,335566,46049,Generation X,22.05
Norway,2002,male,55-74 years,388778,46049,Silent,21.86
Norway,2002,male,35-54 years,650114,46049,Boomers,17.84
Norway,2002,male,15-24 years,277736,46049,Millenials,17.64
Norway,2002,female,55-74 years,408933,46049,Silent,9.78
Norway,2002,female,35-54 years,624015,46049,Boomers,7.37
Norway,2002,female,25-34 years,326338,46049,Generation X,7.05
Norway,2002,female,15-24 years,266365,46049,Millenials,5.63
Norway,2002,female,75+ years,221235,46049,Silent,3.62
Norway,2002,male,5-14 years,315265,46049,Millenials,0.63
Norway,2002,female,5-14 years,298572,46049,Millenials,0
Norway,2003,male,25-34 years,328978,53533,Generation X,21.28
Norway,2003,male,15-24 years,280898,53533,Millenials,20.65
Norway,2003,male,75+ years,131312,53533,Silent,20.56
Norway,2003,male,35-54 years,654050,53533,Boomers,20.49
Norway,2003,male,55-74 years,400293,53533,Silent,19.74
Norway,2003,female,55-74 years,418033,53533,Silent,7.18
Norway,2003,female,35-54 years,629033,53533,Boomers,7.15
Norway,2003,female,25-34 years,321320,53533,Generation X,6.85
Norway,2003,female,15-24 years,269608,53533,Millenials,6.31
Norway,2003,female,75+ years,220907,53533,Silent,4.98
Norway,2003,male,5-14 years,317824,53533,Millenials,1.89
Norway,2003,female,5-14 years,300868,53533,Millenials,1
Norway,2004,male,75+ years,132357,61450,Silent,21.91
Norway,2004,male,35-54 years,659148,61450,Boomers,20.94
Norway,2004,male,15-24 years,285070,61450,Millenials,20.35
Norway,2004,male,25-34 years,322017,61450,Generation X,18.32
Norway,2004,male,55-74 years,411352,61450,Silent,18.23
Norway,2004,female,35-54 years,635240,61450,Boomers,11.49
Norway,2004,female,55-74 years,426811,61450,Silent,9.61
Norway,2004,female,15-24 years,273419,61450,Millenials,7.31
Norway,2004,female,25-34 years,315751,61450,Generation X,6.33
Norway,2004,female,75+ years,220877,61450,Silent,5.89
Norway,2004,female,5-14 years,301536,61450,Millenials,0.99
Norway,2004,male,5-14 years,318382,61450,Millenials,0
Norway,2005,male,25-34 years,316562,71215,Generation X,23.06
Norway,2005,male,35-54 years,665154,71215,Boomers,20.3
Norway,2005,male,75+ years,133579,71215,Silent,18.72
Norway,2005,male,55-74 years,422027,71215,Silent,17.3
Norway,2005,male,15-24 years,290219,71215,Millenials,17.23
Norway,2005,female,25-34 years,311116,71215,Generation X,10.61
Norway,2005,female,35-54 years,641651,71215,Boomers,9.66
Norway,2005,female,55-74 years,435604,71215,Silent,9.64
Norway,2005,female,15-24 years,278355,71215,Millenials,7.19
Norway,2005,female,75+ years,221019,71215,Silent,6.79
Norway,2005,male,5-14 years,318304,71215,Millenials,1.26
Norway,2005,female,5-14 years,301502,71215,Millenials,0.33
Norway,2006,male,75+ years,134769,79007,Silent,25.23
Norway,2006,male,15-24 years,296501,79007,Millenials,22.93
Norway,2006,male,55-74 years,432581,79007,Silent,20.81
Norway,2006,male,25-34 years,312881,79007,Generation X,20.14
Norway,2006,male,35-54 years,672675,79007,Boomers,20.07
Norway,2006,female,35-54 years,648666,79007,Boomers,9.4
Norway,2006,female,55-74 years,443984,79007,Silent,7.88
Norway,2006,female,25-34 years,307388,79007,Generation X,6.83
Norway,2006,female,15-24 years,283975,79007,Millenials,6.34
Norway,2006,female,75+ years,220894,79007,Silent,2.72
Norway,2006,male,5-14 years,317159,79007,Millenials,0.32
Norway,2006,female,5-14 years,300630,79007,Millenials,0
Norway,2007,male,75+ years,135701,90797,Silent,22.84
Norway,2007,male,25-34 years,312302,90797,Generation X,19.21
Norway,2007,male,35-54 years,682978,90797,Boomers,18.6
Norway,2007,male,55-74 years,443643,90797,Silent,16
Norway,2007,male,15-24 years,303717,90797,Millenials,14.82
Norway,2007,female,35-54 years,656105,90797,Boomers,9.45
Norway,2007,female,55-74 years,452989,90797,Silent,8.61
Norway,2007,female,25-34 years,305124,90797,Generation X,6.88
Norway,2007,female,75+ years,220209,90797,Silent,5.9
Norway,2007,female,15-24 years,289740,90797,Millenials,4.83
Norway,2007,male,5-14 years,315302,90797,Generation Z,0.63
Norway,2007,female,5-14 years,299559,90797,Generation Z,0
Norway,2008,male,75+ years,136042,103431,Silent,21.32
Norway,2008,male,25-34 years,314848,103431,Generation X,18.74
Norway,2008,male,35-54 years,694003,103431,Boomers,18.3
Norway,2008,male,55-74 years,455657,103431,Silent,18.22
Norway,2008,male,15-24 years,310905,103431,Millenials,15.44
Norway,2008,female,35-54 years,662760,103431,Boomers,8.9
Norway,2008,female,25-34 years,305368,103431,Generation X,8.84
Norway,2008,female,55-74 years,463679,103431,Silent,7.55
Norway,2008,female,75+ years,219018,103431,Silent,7.31
Norway,2008,female,15-24 years,296143,103431,Millenials,7.09
Norway,2008,male,5-14 years,314384,103431,Generation Z,0.32
Norway,2008,female,5-14 years,299282,103431,Generation Z,0
Norway,2009,male,75+ years,136204,85394,Silent,26.43
Norway,2009,male,55-74 years,468346,85394,Silent,23.7
Norway,2009,male,35-54 years,702700,85394,Boomers,21.77
Norway,2009,male,25-34 years,317068,85394,Generation X,20.18
Norway,2009,male,15-24 years,317853,85394,Millenials,16.05
Norway,2009,female,25-34 years,306776,85394,Generation X,10.11
Norway,2009,female,35-54 years,669131,85394,Boomers,8.82
Norway,2009,female,55-74 years,475431,85394,Silent,8.2
Norway,2009,female,15-24 years,302896,85394,Millenials,5.94
Norway,2009,female,75+ years,217354,85394,Silent,3.22
Norway,2009,female,5-14 years,299406,85394,Generation Z,1
Norway,2009,male,5-14 years,314371,85394,Generation Z,0.32
Norway,2010,male,75+ years,136494,93638,Silent,22.71
Norway,2010,male,55-74 years,481582,93638,Silent,20.56
Norway,2010,male,25-34 years,320142,93638,Generation X,19.37
Norway,2010,male,35-54 years,709067,93638,Generation X,18.62
Norway,2010,male,15-24 years,325364,93638,Millenials,18.13
Norway,2010,female,35-54 years,674673,93638,Generation X,10.08
Norway,2010,female,55-74 years,487412,93638,Silent,10.05
Norway,2010,female,25-34 years,309282,93638,Generation X,7.76
Norway,2010,female,75+ years,215798,93638,Silent,4.63
Norway,2010,female,15-24 years,309730,93638,Millenials,4.2
Norway,2010,male,5-14 years,313990,93638,Generation Z,0.32
Norway,2010,female,5-14 years,299351,93638,Generation Z,0
Norway,2011,male,75+ years,137152,107430,Silent,26.25
Norway,2011,male,35-54 years,715422,107430,Generation X,22.5
Norway,2011,male,25-34 years,326867,107430,Millenials,22.33
Norway,2011,male,55-74 years,495066,107430,Boomers,20.81
Norway,2011,male,15-24 years,332779,107430,Millenials,17.43
Norway,2011,female,35-54 years,678645,107430,Generation X,10.61
Norway,2011,female,55-74 years,499653,107430,Boomers,7.81
Norway,2011,female,25-34 years,313943,107430,Millenials,7.33
Norway,2011,female,15-24 years,316334,107430,Millenials,6.32
Norway,2011,female,75+ years,214592,107430,Silent,2.8
Norway,2011,female,5-14 years,299327,107430,Generation Z,1.34
Norway,2011,male,5-14 years,313520,107430,Generation Z,0.96
Norway,2012,male,75+ years,138390,108408,Silent,23.85
Norway,2012,male,35-54 years,721883,108408,Generation X,20.5
Norway,2012,male,25-34 years,336168,108408,Millenials,18.15
Norway,2012,male,55-74 years,508097,108408,Boomers,15.94
Norway,2012,male,15-24 years,338854,108408,Millenials,13.28
Norway,2012,female,35-54 years,682003,108408,Generation X,8.8
Norway,2012,female,75+ years,213622,108408,Silent,6.55
Norway,2012,female,15-24 years,321497,108408,Millenials,6.53
Norway,2012,female,55-74 years,511533,108408,Boomers,6.45
Norway,2012,female,25-34 years,321049,108408,Millenials,5.3
Norway,2012,female,5-14 years,299751,108408,Generation Z,0.33
Norway,2012,male,5-14 years,313738,108408,Generation Z,0.32
Norway,2013,male,75+ years,140291,109804,Silent,22.1
Norway,2013,male,35-54 years,727274,109804,Generation X,21.17
Norway,2013,male,55-74 years,520439,109804,Boomers,17.68
Norway,2013,male,25-34 years,345406,109804,Millenials,16.21
Norway,2013,male,15-24 years,342484,109804,Millenials,12.85
Norway,2013,female,35-54 years,685393,109804,Generation X,10.94
Norway,2013,female,55-74 years,522697,109804,Boomers,9.95
Norway,2013,female,25-34 years,329495,109804,Millenials,7.28
Norway,2013,female,15-24 years,324191,109804,Millenials,6.17
Norway,2013,female,75+ years,213383,109804,Silent,2.34
Norway,2013,male,5-14 years,315341,109804,Generation Z,0.32
Norway,2013,female,5-14 years,301211,109804,Generation Z,0
Norway,2014,male,75+ years,143089,103443,Silent,23.06
Norway,2014,male,55-74 years,532578,103443,Boomers,20.65
Norway,2014,male,35-54 years,732244,103443,Generation X,20.08
Norway,2014,male,25-34 years,353943,103443,Millenials,20.06
Norway,2014,male,15-24 years,344245,103443,Millenials,11.04
Norway,2014,female,55-74 years,533630,103443,Boomers,9.56
Norway,2014,female,35-54 years,688993,103443,Generation X,7.4
Norway,2014,female,25-34 years,337592,103443,Millenials,5.92
Norway,2014,female,15-24 years,325164,103443,Millenials,5.23
Norway,2014,female,75+ years,214335,103443,Silent,3.27
Norway,2014,male,5-14 years,317878,103443,Generation Z,0.63
Norway,2014,female,5-14 years,303487,103443,Generation Z,0.33
Norway,2015,male,55-74 years,544268,79187,Boomers,21.86
Norway,2015,male,75+ years,146511,79187,Silent,21.84
Norway,2015,male,35-54 years,736827,79187,Generation X,19
Norway,2015,male,25-34 years,361373,79187,Millenials,17.71
Norway,2015,male,15-24 years,345115,79187,Millenials,12.46
Norway,2015,female,55-74 years,544131,79187,Boomers,11.39
Norway,2015,female,25-34 years,344788,79187,Millenials,8.99
Norway,2015,female,35-54 years,692881,79187,Generation X,8.8
Norway,2015,female,75+ years,215829,79187,Silent,7.88
Norway,2015,female,15-24 years,325007,79187,Millenials,5.23
Norway,2015,female,5-14 years,305804,79187,Generation Z,0.65
Norway,2015,male,5-14 years,320375,79187,Generation Z,0.62
Oman,2009,male,75+ years,10803,18557,Silent,18.51
Oman,2009,male,25-34 years,429691,18557,Generation X,1.63
Oman,2009,male,15-24 years,372207,18557,Millenials,0.81
Oman,2009,male,35-54 years,418960,18557,Boomers,0.24
Oman,2009,female,15-24 years,272065,18557,Millenials,0
Oman,2009,female,25-34 years,251089,18557,Generation X,0
Oman,2009,female,35-54 years,197737,18557,Boomers,0
Oman,2009,female,5-14 years,240602,18557,Generation Z,0
Oman,2009,female,55-74 years,61620,18557,Silent,0
Oman,2009,female,75+ years,13886,18557,Silent,0
Oman,2009,male,5-14 years,248322,18557,Generation Z,0
Oman,2009,male,55-74 years,90567,18557,Silent,0
Oman,2010,male,35-54 years,460847,21337,Generation X,1.3
Oman,2010,male,15-24 years,372402,21337,Millenials,1.07
Oman,2010,male,55-74 years,98397,21337,Silent,1.02
Oman,2010,male,25-34 years,490613,21337,Generation X,0.41
Oman,2010,female,15-24 years,269317,21337,Millenials,0
Oman,2010,female,25-34 years,268046,21337,Generation X,0
Oman,2010,female,35-54 years,209172,21337,Generation X,0
Oman,2010,female,5-14 years,237859,21337,Generation Z,0
Oman,2010,female,55-74 years,65305,21337,Silent,0
Oman,2010,female,75+ years,14260,21337,Silent,0
Oman,2010,male,5-14 years,250444,21337,Generation Z,0
Oman,2010,male,75+ years,11778,21337,Silent,0
Oman,2014,male,55-74 years,129011,22328,Boomers,0.78
Oman,2014,male,25-34 years,910905,22328,Millenials,0.44
Oman,2014,male,35-54 years,700906,22328,Generation X,0.29
Oman,2014,female,15-24 years,264178,22328,Millenials,0
Oman,2014,female,25-34 years,333020,22328,Millenials,0
Oman,2014,female,35-54 years,278487,22328,Generation X,0
Oman,2014,female,5-14 years,256150,22328,Generation Z,0
Oman,2014,female,55-74 years,85501,22328,Boomers,0
Oman,2014,female,75+ years,18358,22328,Silent,0
Oman,2014,male,15-24 years,366911,22328,Millenials,0
Oman,2014,male,5-14 years,266738,22328,Generation Z,0
Oman,2014,male,75+ years,20933,22328,Silent,0
Panama,1985,male,75+ years,15000,3443,G.I. Generation,20
Panama,1985,male,25-34 years,168000,3443,Boomers,8.93
Panama,1985,male,35-54 years,190000,3443,Silent,7.37
Panama,1985,male,15-24 years,233200,3443,Generation X,4.29
Panama,1985,female,55-74 years,83000,3443,G.I. Generation,3.61
Panama,1985,male,55-74 years,87000,3443,G.I. Generation,2.3
Panama,1985,female,25-34 years,160000,3443,Boomers,1.88
Panama,1985,female,15-24 years,228100,3443,Generation X,1.75
Panama,1985,female,35-54 years,182000,3443,Silent,0.55
Panama,1985,female,5-14 years,263200,3443,Generation X,0.38
Panama,1985,female,75+ years,16000,3443,G.I. Generation,0
Panama,1985,male,5-14 years,274200,3443,Generation X,0
Panama,1986,male,55-74 years,88800,3504,G.I. Generation,15.77
Panama,1986,male,35-54 years,194000,3504,Silent,9.28
Panama,1986,male,25-34 years,171600,3504,Boomers,8.74
Panama,1986,male,15-24 years,238100,3504,Generation X,7.14
Panama,1986,male,75+ years,15300,3504,G.I. Generation,6.54
Panama,1986,female,75+ years,16400,3504,G.I. Generation,6.1
Panama,1986,female,15-24 years,232900,3504,Generation X,3.43
Panama,1986,female,35-54 years,185800,3504,Silent,1.61
Panama,1986,female,25-34 years,163400,3504,Boomers,1.22
Panama,1986,male,5-14 years,280000,3504,Generation X,0.71
Panama,1986,female,5-14 years,268800,3504,Generation X,0.37
Panama,1986,female,55-74 years,84800,3504,G.I. Generation,0
Panama,1987,male,75+ years,15600,3447,G.I. Generation,19.23
Panama,1987,male,25-34 years,175200,3447,Boomers,10.27
Panama,1987,male,55-74 years,90700,3447,G.I. Generation,9.92
Panama,1987,male,35-54 years,198200,3447,Silent,8.07
Panama,1987,male,15-24 years,243100,3447,Generation X,6.58
Panama,1987,female,55-74 years,86600,3447,G.I. Generation,3.46
Panama,1987,female,15-24 years,237800,3447,Generation X,3.36
Panama,1987,female,25-34 years,166900,3447,Boomers,3
Panama,1987,female,35-54 years,189800,3447,Silent,2.11
Panama,1987,male,5-14 years,285900,3447,Generation X,0.7
Panama,1987,female,5-14 years,274400,3447,Generation X,0.36
Panama,1987,female,75+ years,16600,3447,G.I. Generation,0
Panama,1988,male,25-34 years,184509,2859,Boomers,10.84
Panama,1988,male,75+ years,18469,2859,G.I. Generation,10.83
Panama,1988,male,35-54 years,208538,2859,Silent,9.11
Panama,1988,male,15-24 years,249617,2859,Generation X,7.61
Panama,1988,male,55-74 years,91079,2859,G.I. Generation,5.49
Panama,1988,female,75+ years,21630,2859,G.I. Generation,4.62
Panama,1988,female,55-74 years,90288,2859,G.I. Generation,4.43
Panama,1988,female,15-24 years,242006,2859,Generation X,3.72
Panama,1988,female,35-54 years,206867,2859,Silent,1.93
Panama,1988,female,5-14 years,278724,2859,Generation X,0.72
Panama,1988,female,25-34 years,182061,2859,Boomers,0.55
Panama,1988,male,5-14 years,290522,2859,Generation X,0.34
Panama,1989,male,75+ years,19163,2802,G.I. Generation,20.87
Panama,1989,male,25-34 years,190591,2802,Boomers,9.44
Panama,1989,male,35-54 years,215756,2802,Silent,6.95
Panama,1989,male,15-24 years,254642,2802,Generation X,6.68
Panama,1989,male,55-74 years,93894,2802,G.I. Generation,6.39
Panama,1989,female,15-24 years,246800,2802,Generation X,1.62
Panama,1989,female,35-54 years,214541,2802,Silent,1.4
Panama,1989,female,55-74 years,93400,2802,G.I. Generation,1.07
Panama,1989,female,25-34 years,188050,2802,Boomers,0.53
Panama,1989,male,5-14 years,292622,2802,Generation X,0.34
Panama,1989,female,5-14 years,280439,2802,Generation X,0
Panama,1989,female,75+ years,22581,2802,G.I. Generation,0
Panama,1996,male,75+ years,25684,3992,G.I. Generation,15.57
Panama,1996,male,25-34 years,232978,3992,Generation X,12.88
Panama,1996,male,35-54 years,277304,3992,Boomers,10.82
Panama,1996,male,55-74 years,116725,3992,Silent,9.42
Panama,1996,male,15-24 years,282819,3992,Generation X,8.13
Panama,1996,female,75+ years,30136,3992,G.I. Generation,3.32
Panama,1996,female,15-24 years,273332,3992,Generation X,1.83
Panama,1996,female,55-74 years,118953,3992,Silent,1.68
Panama,1996,female,25-34 years,229521,3992,Generation X,1.31
Panama,1996,female,35-54 years,278702,3992,Boomers,1.08
Panama,1996,female,5-14 years,296877,3992,Millenials,0.34
Panama,1996,male,5-14 years,309820,3992,Millenials,0
Panama,1997,male,25-34 years,238869,4227,Generation X,18.84
Panama,1997,male,75+ years,26850,4227,G.I. Generation,18.62
Panama,1997,male,35-54 years,287568,4227,Boomers,12.87
Panama,1997,male,55-74 years,120516,4227,Silent,9.96
Panama,1997,male,15-24 years,285627,4227,Generation X,8.4
Panama,1997,female,75+ years,31304,4227,G.I. Generation,6.39
Panama,1997,female,15-24 years,275779,4227,Generation X,2.9
Panama,1997,female,35-54 years,289218,4227,Boomers,2.42
Panama,1997,female,55-74 years,123175,4227,Silent,1.62
Panama,1997,female,25-34 years,235216,4227,Generation X,0.85
Panama,1997,male,5-14 years,312443,4227,Millenials,0.32
Panama,1997,female,5-14 years,299645,4227,Millenials,0
Panama,1998,male,55-74 years,124577,4488,Silent,16.86
Panama,1998,male,25-34 years,244555,4488,Generation X,13.9
Panama,1998,male,15-24 years,288189,4488,Generation X,12.49
Panama,1998,male,75+ years,27984,4488,G.I. Generation,10.72
Panama,1998,male,35-54 years,298156,4488,Boomers,10.06
Panama,1998,female,15-24 years,277912,4488,Generation X,3.24
Panama,1998,female,75+ years,32466,4488,G.I. Generation,3.08
Panama,1998,female,55-74 years,127666,4488,Silent,2.35
Panama,1998,female,35-54 years,300007,4488,Boomers,2.33
Panama,1998,female,25-34 years,240696,4488,Generation X,1.66
Panama,1998,female,5-14 years,302283,4488,Millenials,0
Panama,1998,male,5-14 years,314942,4488,Millenials,0
Panama,1999,male,75+ years,29088,4606,G.I. Generation,17.19
Panama,1999,male,25-34 years,250022,4606,Generation X,15.6
Panama,1999,male,55-74 years,128928,4606,Silent,13.96
Panama,1999,male,35-54 years,309108,4606,Boomers,11
Panama,1999,male,15-24 years,290738,4606,Generation X,9.29
Panama,1999,female,75+ years,33654,4606,G.I. Generation,2.97
Panama,1999,female,15-24 years,280022,4606,Generation X,2.14
Panama,1999,female,25-34 years,245958,4606,Generation X,2.03
Panama,1999,female,55-74 years,132455,4606,Silent,1.51
Panama,1999,female,35-54 years,311124,4606,Boomers,0.96
Panama,1999,female,5-14 years,304856,4606,Millenials,0.66
Panama,1999,male,5-14 years,317395,4606,Millenials,0.32
Panama,2000,male,75+ years,30201,4577,G.I. Generation,33.11
Panama,2000,male,35-54 years,320403,4577,Boomers,13.73
Panama,2000,male,25-34 years,255237,4577,Generation X,11.75
Panama,2000,male,55-74 years,133582,4577,Silent,9.73
Panama,2000,male,15-24 years,293406,4577,Generation X,8.52
Panama,2000,female,15-24 years,282291,4577,Generation X,2.83
Panama,2000,female,25-34 years,250976,4577,Generation X,2.79
Panama,2000,female,55-74 years,137558,4577,Silent,2.18
Panama,2000,male,5-14 years,319906,4577,Millenials,0.63
Panama,2000,female,35-54 years,322587,4577,Boomers,0.31
Panama,2000,female,5-14 years,307472,4577,Millenials,0
Panama,2000,female,75+ years,34891,4577,G.I. Generation,0
Panama,2001,male,75+ years,31630,4558,Silent,22.13
Panama,2001,male,25-34 years,260141,4558,Generation X,15.38
Panama,2001,male,55-74 years,137839,4558,Silent,14.51
Panama,2001,male,15-24 years,295927,4558,Millenials,11.49
Panama,2001,male,35-54 years,331590,4558,Boomers,10.86
Panama,2001,female,15-24 years,284647,4558,Millenials,3.16
Panama,2001,female,55-74 years,142343,4558,Silent,2.81
Panama,2001,female,75+ years,36391,4558,Silent,2.75
Panama,2001,female,25-34 years,255633,4558,Generation X,1.56
Panama,2001,female,35-54 years,333840,4558,Boomers,1.5
Panama,2001,male,5-14 years,322658,4558,Millenials,0.62
Panama,2001,female,5-14 years,310343,4558,Millenials,0
Panama,2002,male,55-74 years,142461,4641,Silent,18.25
Panama,2002,male,35-54 years,343226,4641,Boomers,13.11
Panama,2002,male,25-34 years,264880,4641,Generation X,10.19
Panama,2002,male,75+ years,33044,4641,Silent,9.08
Panama,2002,male,15-24 years,298701,4641,Millenials,9.04
Panama,2002,female,75+ years,37924,4641,Silent,7.91
Panama,2002,female,55-74 years,147510,4641,Silent,3.39
Panama,2002,female,35-54 years,345505,4641,Boomers,2.32
Panama,2002,female,25-34 years,260156,4641,Generation X,2.31
Panama,2002,female,15-24 years,287290,4641,Millenials,2.09
Panama,2002,female,5-14 years,313540,4641,Millenials,0.64
Panama,2002,male,5-14 years,325809,4641,Millenials,0.61
Panama,2003,male,75+ years,34443,4790,Silent,29.03
Panama,2003,male,15-24 years,301615,4790,Millenials,15.91
Panama,2003,male,25-34 years,269356,4790,Generation X,15.22
Panama,2003,male,35-54 years,355206,4790,Boomers,14.36
Panama,2003,male,55-74 years,147444,4790,Silent,14.24
Panama,2003,female,15-24 years,290113,4790,Millenials,3.45
Panama,2003,female,35-54 years,357483,4790,Boomers,1.68
Panama,2003,female,55-74 years,153054,4790,Silent,1.31
Panama,2003,female,25-34 years,264433,4790,Generation X,1.13
Panama,2003,male,5-14 years,329290,4790,Millenials,0.91
Panama,2003,female,5-14 years,317030,4790,Millenials,0
Panama,2003,female,75+ years,39497,4790,Silent,0
Panama,2004,male,75+ years,35834,5144,Silent,16.74
Panama,2004,male,25-34 years,273441,5144,Generation X,15.73
Panama,2004,male,55-74 years,152775,5144,Silent,14.4
Panama,2004,male,35-54 years,367374,5144,Boomers,13.61
Panama,2004,male,15-24 years,304470,5144,Millenials,9.2
Panama,2004,female,15-24 years,292925,5144,Millenials,4.78
Panama,2004,female,25-34 years,268312,5144,Generation X,3.35
Panama,2004,female,35-54 years,369619,5144,Boomers,2.43
Panama,2004,male,5-14 years,332938,5144,Millenials,0.9
Panama,2004,female,5-14 years,320682,5144,Millenials,0.62
Panama,2004,female,55-74 years,158950,5144,Silent,0
Panama,2004,female,75+ years,41133,5144,Silent,0
Panama,2005,male,55-74 years,158455,5499,Silent,17.67
Panama,2005,male,75+ years,37238,5499,Silent,13.43
Panama,2005,male,15-24 years,307165,5499,Millenials,12.7
Panama,2005,male,35-54 years,379629,5499,Boomers,11.06
Panama,2005,male,25-34 years,277085,5499,Generation X,10.47
Panama,2005,female,15-24 years,295636,5499,Millenials,3.72
Panama,2005,female,55-74 years,165201,5499,Silent,2.42
Panama,2005,female,75+ years,42852,5499,Silent,2.33
Panama,2005,male,5-14 years,336503,5499,Millenials,1.49
Panama,2005,female,25-34 years,271734,5499,Generation X,1.47
Panama,2005,female,35-54 years,381819,5499,Boomers,1.05
Panama,2005,female,5-14 years,324278,5499,Millenials,0
Panama,2006,male,75+ years,38964,5972,Silent,28.23
Panama,2006,male,55-74 years,163874,5972,Silent,18.31
Panama,2006,male,25-34 years,280685,5972,Generation X,16.03
Panama,2006,male,35-54 years,391962,5972,Boomers,11.74
Panama,2006,male,15-24 years,309913,5972,Millenials,11.29
Panama,2006,female,15-24 years,298651,5972,Millenials,2.34
Panama,2006,male,5-14 years,340413,5972,Millenials,1.47
Panama,2006,female,25-34 years,275020,5972,Generation X,1.09
Panama,2006,female,55-74 years,171367,5972,Silent,0.58
Panama,2006,female,5-14 years,328131,5972,Millenials,0.3
Panama,2006,female,35-54 years,394079,5972,Boomers,0.25
Panama,2006,female,75+ years,44900,5972,Silent,0
Panama,2007,male,75+ years,40649,6876,Silent,17.22
Panama,2007,male,35-54 years,404333,6876,Boomers,15.58
Panama,2007,male,55-74 years,169617,6876,Silent,12.97
Panama,2007,male,15-24 years,312490,6876,Millenials,9.92
